Name,SRM_Email_ID,Password,Subject,Internal_Marks,Attendance_Percentage
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,COMPUTER ORGANIZATION AND ARCHITECTURE,38,80.02
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,ADVANCED PROGRAMMING PRACTICE,45,77.37
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,DATA STRUCTURES AND ALGORITHMS,56,81.42
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,DATA STRUCTURES AND ALGORITHMS LAB,49,92.64
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,PROFESSIONAL ETHICS,53,68.63
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,OBJECT ORIENTED DESIGN AND PROGRAMMING,53,86.69
Lakshmi Thakur,lt3169@srmist.edu.in,DV5Pub2c,RASPBERRY PI FUNDAMENTALS,51,96.34
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,UHV-II,60,99.7
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,COMPUTER ORGANIZATION AND ARCHITECTURE,31,69.87
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,ADVANCED PROGRAMMING PRACTICE,38,90.93
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,DATA STRUCTURES AND ALGORITHMS,36,96.01
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,DATA STRUCTURES AND ALGORITHMS LAB,30,79.19
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,PROFESSIONAL ETHICS,39,67.59
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,OBJECT ORIENTED DESIGN AND PROGRAMMING,31,82.8
Vihaan Tiwari,vt2880@srmist.edu.in,SDbA2C&e,RASPBERRY PI FUNDAMENTALS,60,65.38
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,UHV-II,31,88.27
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,COMPUTER ORGANIZATION AND ARCHITECTURE,36,82.12
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,ADVANCED PROGRAMMING PRACTICE,57,83.42
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,DATA STRUCTURES AND ALGORITHMS,55,93.19
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,DATA STRUCTURES AND ALGORITHMS LAB,38,87.46
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,PROFESSIONAL ETHICS,43,72.02
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,OBJECT ORIENTED DESIGN AND PROGRAMMING,49,60.62
Dev Nambiar,dn6653@srmist.edu.in,dOcDsK5l,RASPBERRY PI FUNDAMENTALS,38,54.26
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,UHV-II,33,71.04
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,COMPUTER ORGANIZATION AND ARCHITECTURE,44,67.17
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,ADVANCED PROGRAMMING PRACTICE,59,77.13
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,DATA STRUCTURES AND ALGORITHMS,49,87.66
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,DATA STRUCTURES AND ALGORITHMS LAB,33,93.57
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,PROFESSIONAL ETHICS,48,91.87
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,OBJECT ORIENTED DESIGN AND PROGRAMMING,39,67.19
Rahul Bhattacharya,rb4829@srmist.edu.in,cZ%*Ie*a,RASPBERRY PI FUNDAMENTALS,59,90.32
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,UHV-II,56,65.63
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,COMPUTER ORGANIZATION AND ARCHITECTURE,45,70.71
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,ADVANCED PROGRAMMING PRACTICE,51,67.81
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,DATA STRUCTURES AND ALGORITHMS,59,69.25
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,DATA STRUCTURES AND ALGORITHMS LAB,35,72.24
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,PROFESSIONAL ETHICS,56,89.55
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,OBJECT ORIENTED DESIGN AND PROGRAMMING,48,74.12
Mohan Sinha,ms3813@srmist.edu.in,7!9@XbEN,RASPBERRY PI FUNDAMENTALS,44,87.11
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,UHV-II,39,82.77
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,COMPUTER ORGANIZATION AND ARCHITECTURE,42,70.11
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,ADVANCED PROGRAMMING PRACTICE,45,59.18
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,DATA STRUCTURES AND ALGORITHMS,45,60.42
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,DATA STRUCTURES AND ALGORITHMS LAB,51,51.88
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,PROFESSIONAL ETHICS,40,73.79
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,OBJECT ORIENTED DESIGN AND PROGRAMMING,47,85.02
Abhinav Joshi,aj8966@srmist.edu.in,f%eCp*!F,RASPBERRY PI FUNDAMENTALS,38,60.62
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,UHV-II,33,69.43
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,COMPUTER ORGANIZATION AND ARCHITECTURE,45,51.15
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,ADVANCED PROGRAMMING PRACTICE,30,52.6
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,DATA STRUCTURES AND ALGORITHMS,44,81.23
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,DATA STRUCTURES AND ALGORITHMS LAB,38,77.28
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,PROFESSIONAL ETHICS,32,71.91
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,OBJECT ORIENTED DESIGN AND PROGRAMMING,51,88.89
Nikhil Basak,nb0067@srmist.edu.in,rE6cw&t6,RASPBERRY PI FUNDAMENTALS,55,80.36
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,UHV-II,30,78.09
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,COMPUTER ORGANIZATION AND ARCHITECTURE,37,89.75
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,ADVANCED PROGRAMMING PRACTICE,47,89.1
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,DATA STRUCTURES AND ALGORITHMS,51,62.94
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,DATA STRUCTURES AND ALGORITHMS LAB,37,90.28
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,PROFESSIONAL ETHICS,30,63.08
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,OBJECT ORIENTED DESIGN AND PROGRAMMING,35,73.97
Vivaan Prasad,vp8434@srmist.edu.in,X2vRVGZ0,RASPBERRY PI FUNDAMENTALS,44,71.93
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,UHV-II,42,63.64
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,COMPUTER ORGANIZATION AND ARCHITECTURE,34,65.19
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,ADVANCED PROGRAMMING PRACTICE,42,57.71
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,DATA STRUCTURES AND ALGORITHMS,40,77.91
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,DATA STRUCTURES AND ALGORITHMS LAB,41,86.03
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,PROFESSIONAL ETHICS,35,51.95
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,OBJECT ORIENTED DESIGN AND PROGRAMMING,43,62.57
Diya Sinha,ds8504@srmist.edu.in,L!*DNcE$,RASPBERRY PI FUNDAMENTALS,52,97.74
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,UHV-II,46,66.49
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,COMPUTER ORGANIZATION AND ARCHITECTURE,44,50.92
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,ADVANCED PROGRAMMING PRACTICE,42,68.44
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,DATA STRUCTURES AND ALGORITHMS,60,65.05
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,DATA STRUCTURES AND ALGORITHMS LAB,31,61.27
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,PROFESSIONAL ETHICS,58,91.8
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,76.86
Nikhil Joshi,nj8758@srmist.edu.in,fKWORAYa,RASPBERRY PI FUNDAMENTALS,37,57.66
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,UHV-II,30,74.82
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,COMPUTER ORGANIZATION AND ARCHITECTURE,59,52.57
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,ADVANCED PROGRAMMING PRACTICE,57,58.28
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,DATA STRUCTURES AND ALGORITHMS,34,97.26
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,DATA STRUCTURES AND ALGORITHMS LAB,37,69.31
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,PROFESSIONAL ETHICS,33,86.12
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,OBJECT ORIENTED DESIGN AND PROGRAMMING,57,74.66
Rekha Dey,rd2888@srmist.edu.in,PYZI3AUN,RASPBERRY PI FUNDAMENTALS,30,79.26
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,UHV-II,57,77.78
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,COMPUTER ORGANIZATION AND ARCHITECTURE,48,83.37
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,ADVANCED PROGRAMMING PRACTICE,42,52.0
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,DATA STRUCTURES AND ALGORITHMS,33,57.59
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,DATA STRUCTURES AND ALGORITHMS LAB,51,77.55
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,PROFESSIONAL ETHICS,48,68.0
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,OBJECT ORIENTED DESIGN AND PROGRAMMING,51,90.27
Akash Mahajan,am3609@srmist.edu.in,V2i7juH@,RASPBERRY PI FUNDAMENTALS,46,89.0
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,UHV-II,33,69.98
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,COMPUTER ORGANIZATION AND ARCHITECTURE,45,99.46
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,ADVANCED PROGRAMMING PRACTICE,33,76.01
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,DATA STRUCTURES AND ALGORITHMS,56,87.22
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,DATA STRUCTURES AND ALGORITHMS LAB,42,78.36
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,PROFESSIONAL ETHICS,37,95.73
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,OBJECT ORIENTED DESIGN AND PROGRAMMING,41,53.96
Harini Shukla,hs2469@srmist.edu.in,i1#BfgMU,RASPBERRY PI FUNDAMENTALS,44,52.64
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,UHV-II,59,57.71
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,COMPUTER ORGANIZATION AND ARCHITECTURE,43,57.32
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,ADVANCED PROGRAMMING PRACTICE,40,91.41
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,DATA STRUCTURES AND ALGORITHMS,41,79.98
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,DATA STRUCTURES AND ALGORITHMS LAB,57,77.25
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,PROFESSIONAL ETHICS,57,53.61
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,OBJECT ORIENTED DESIGN AND PROGRAMMING,49,60.73
Vihaan Bhat,vb5147@srmist.edu.in,2yjI&a*n,RASPBERRY PI FUNDAMENTALS,57,84.77
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,UHV-II,41,93.57
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,COMPUTER ORGANIZATION AND ARCHITECTURE,33,78.55
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,ADVANCED PROGRAMMING PRACTICE,56,63.31
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,DATA STRUCTURES AND ALGORITHMS,47,71.92
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,DATA STRUCTURES AND ALGORITHMS LAB,43,94.15
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,PROFESSIONAL ETHICS,46,74.91
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,OBJECT ORIENTED DESIGN AND PROGRAMMING,56,99.29
Krishna Kulkarni,kk0589@srmist.edu.in,KiTxowy!,RASPBERRY PI FUNDAMENTALS,49,82.54
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,UHV-II,58,68.75
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,COMPUTER ORGANIZATION AND ARCHITECTURE,35,95.94
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,ADVANCED PROGRAMMING PRACTICE,56,69.49
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,DATA STRUCTURES AND ALGORITHMS,46,92.63
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,DATA STRUCTURES AND ALGORITHMS LAB,54,75.23
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,PROFESSIONAL ETHICS,34,60.37
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,OBJECT ORIENTED DESIGN AND PROGRAMMING,37,98.12
Shreya Basak,sb9263@srmist.edu.in,GXPG#UHP,RASPBERRY PI FUNDAMENTALS,57,52.54
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,UHV-II,34,99.86
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,COMPUTER ORGANIZATION AND ARCHITECTURE,60,75.22
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,ADVANCED PROGRAMMING PRACTICE,59,84.81
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,DATA STRUCTURES AND ALGORITHMS,32,84.91
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,DATA STRUCTURES AND ALGORITHMS LAB,35,61.0
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,PROFESSIONAL ETHICS,41,64.13
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,OBJECT ORIENTED DESIGN AND PROGRAMMING,48,68.07
Harsha Yadav,hy7667@srmist.edu.in,cIlE59Y$,RASPBERRY PI FUNDAMENTALS,45,59.23
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,UHV-II,54,86.87
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,COMPUTER ORGANIZATION AND ARCHITECTURE,57,80.99
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,ADVANCED PROGRAMMING PRACTICE,51,81.36
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,DATA STRUCTURES AND ALGORITHMS,60,55.43
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,DATA STRUCTURES AND ALGORITHMS LAB,57,75.31
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,PROFESSIONAL ETHICS,52,81.01
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,OBJECT ORIENTED DESIGN AND PROGRAMMING,46,56.87
Bhavya Mahajan,bm4382@srmist.edu.in,CR8CHV9Z,RASPBERRY PI FUNDAMENTALS,33,96.39
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,UHV-II,49,77.21
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,COMPUTER ORGANIZATION AND ARCHITECTURE,45,63.43
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,ADVANCED PROGRAMMING PRACTICE,58,92.0
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,DATA STRUCTURES AND ALGORITHMS,41,76.65
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,DATA STRUCTURES AND ALGORITHMS LAB,37,65.74
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,PROFESSIONAL ETHICS,38,82.84
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,OBJECT ORIENTED DESIGN AND PROGRAMMING,35,69.9
Aarav Joshi,aj2820@srmist.edu.in,QhPu7F6X,RASPBERRY PI FUNDAMENTALS,59,74.33
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,UHV-II,55,71.78
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,COMPUTER ORGANIZATION AND ARCHITECTURE,49,82.62
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,ADVANCED PROGRAMMING PRACTICE,33,57.76
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,DATA STRUCTURES AND ALGORITHMS,48,78.64
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,DATA STRUCTURES AND ALGORITHMS LAB,53,72.4
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,PROFESSIONAL ETHICS,46,61.6
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,OBJECT ORIENTED DESIGN AND PROGRAMMING,55,64.44
Saanvi Tiwari,st4198@srmist.edu.in,0cjMMbE#,RASPBERRY PI FUNDAMENTALS,46,74.62
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,UHV-II,48,77.02
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,COMPUTER ORGANIZATION AND ARCHITECTURE,48,75.64
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,ADVANCED PROGRAMMING PRACTICE,34,87.35
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,DATA STRUCTURES AND ALGORITHMS,36,80.37
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,DATA STRUCTURES AND ALGORITHMS LAB,60,62.63
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,PROFESSIONAL ETHICS,36,60.08
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,OBJECT ORIENTED DESIGN AND PROGRAMMING,40,59.76
Tejas Chatterjee,tc8658@srmist.edu.in,lCluC!9F,RASPBERRY PI FUNDAMENTALS,35,78.12
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,UHV-II,38,86.76
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,COMPUTER ORGANIZATION AND ARCHITECTURE,44,84.21
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,ADVANCED PROGRAMMING PRACTICE,45,73.91
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,DATA STRUCTURES AND ALGORITHMS,44,71.43
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,DATA STRUCTURES AND ALGORITHMS LAB,40,91.98
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,PROFESSIONAL ETHICS,34,64.02
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,OBJECT ORIENTED DESIGN AND PROGRAMMING,54,52.02
Akash Lal,al3087@srmist.edu.in,rhR7KrgU,RASPBERRY PI FUNDAMENTALS,46,75.21
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,UHV-II,51,65.13
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,COMPUTER ORGANIZATION AND ARCHITECTURE,50,91.98
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,ADVANCED PROGRAMMING PRACTICE,37,97.49
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,DATA STRUCTURES AND ALGORITHMS,56,84.7
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,DATA STRUCTURES AND ALGORITHMS LAB,59,57.45
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,PROFESSIONAL ETHICS,55,94.27
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,OBJECT ORIENTED DESIGN AND PROGRAMMING,44,55.73
Kiran Tiwari,kt3221@srmist.edu.in,cIPeDKrV,RASPBERRY PI FUNDAMENTALS,55,75.06
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,UHV-II,52,86.62
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,COMPUTER ORGANIZATION AND ARCHITECTURE,51,82.29
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,ADVANCED PROGRAMMING PRACTICE,41,59.77
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,DATA STRUCTURES AND ALGORITHMS,31,60.06
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,DATA STRUCTURES AND ALGORITHMS LAB,41,91.55
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,PROFESSIONAL ETHICS,40,72.39
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,OBJECT ORIENTED DESIGN AND PROGRAMMING,51,84.24
Aarya Dey,ad1612@srmist.edu.in,87sonuXz,RASPBERRY PI FUNDAMENTALS,54,53.11
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,UHV-II,57,68.82
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,COMPUTER ORGANIZATION AND ARCHITECTURE,55,79.95
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,ADVANCED PROGRAMMING PRACTICE,50,64.05
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,DATA STRUCTURES AND ALGORITHMS,32,71.32
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,DATA STRUCTURES AND ALGORITHMS LAB,51,59.67
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,PROFESSIONAL ETHICS,46,56.64
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,OBJECT ORIENTED DESIGN AND PROGRAMMING,32,89.6
Riya Jain,rj2958@srmist.edu.in,aOJC5%@&,RASPBERRY PI FUNDAMENTALS,46,80.29
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,UHV-II,56,57.77
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,COMPUTER ORGANIZATION AND ARCHITECTURE,54,85.05
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,ADVANCED PROGRAMMING PRACTICE,43,74.15
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,DATA STRUCTURES AND ALGORITHMS,36,75.4
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,DATA STRUCTURES AND ALGORITHMS LAB,45,69.36
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,PROFESSIONAL ETHICS,41,71.84
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,OBJECT ORIENTED DESIGN AND PROGRAMMING,55,77.71
Ishaan Bose,ib9673@srmist.edu.in,G#@q74%c,RASPBERRY PI FUNDAMENTALS,55,78.62
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,UHV-II,40,91.42
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,COMPUTER ORGANIZATION AND ARCHITECTURE,41,95.81
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,ADVANCED PROGRAMMING PRACTICE,34,59.67
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,DATA STRUCTURES AND ALGORITHMS,57,91.63
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,DATA STRUCTURES AND ALGORITHMS LAB,45,60.46
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,PROFESSIONAL ETHICS,40,87.67
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,OBJECT ORIENTED DESIGN AND PROGRAMMING,42,60.07
Diya Chauhan,dc0790@srmist.edu.in,gWXN$1&t,RASPBERRY PI FUNDAMENTALS,47,75.54
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,UHV-II,56,77.21
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,COMPUTER ORGANIZATION AND ARCHITECTURE,58,98.94
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,ADVANCED PROGRAMMING PRACTICE,44,62.75
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,DATA STRUCTURES AND ALGORITHMS,56,87.79
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,DATA STRUCTURES AND ALGORITHMS LAB,39,60.92
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,PROFESSIONAL ETHICS,59,87.9
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,OBJECT ORIENTED DESIGN AND PROGRAMMING,60,86.23
Vikram Jain,vj3071@srmist.edu.in,kjROC0#X,RASPBERRY PI FUNDAMENTALS,36,82.5
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,UHV-II,49,55.03
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,COMPUTER ORGANIZATION AND ARCHITECTURE,60,98.45
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,ADVANCED PROGRAMMING PRACTICE,47,88.07
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,DATA STRUCTURES AND ALGORITHMS,52,70.37
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,DATA STRUCTURES AND ALGORITHMS LAB,58,83.46
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,PROFESSIONAL ETHICS,54,66.47
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,OBJECT ORIENTED DESIGN AND PROGRAMMING,48,88.41
Aarav Dey,ad1212@srmist.edu.in,lg0mb$Q3,RASPBERRY PI FUNDAMENTALS,38,96.31
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,UHV-II,52,67.56
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,COMPUTER ORGANIZATION AND ARCHITECTURE,34,93.38
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,ADVANCED PROGRAMMING PRACTICE,58,88.31
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,DATA STRUCTURES AND ALGORITHMS,49,83.22
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,DATA STRUCTURES AND ALGORITHMS LAB,53,96.0
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,PROFESSIONAL ETHICS,35,98.61
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,OBJECT ORIENTED DESIGN AND PROGRAMMING,51,62.77
Shruti Mishra,sm6492@srmist.edu.in,#HifMRYM,RASPBERRY PI FUNDAMENTALS,55,51.18
Lakshmi Lal,ll7484@srmist.edu.in,o2fmt7qn,UHV-II,54,80.81
